Longitude,Latitude,Value
38.417569,56.114819,43172
38.429667,55.841294,62325
38.783576,55.082081,52785
38.782067,55.876602,40741
38.584056,55.437584,41935
38.773419,55.078015,66304
38.662772,55.778659,54054
38.443235,55.864533,66846
38.432346,55.809826,51040
37.935436,55.703207,152773
37.452189,55.590763,170579
37.432412,55.723284,228391
37.582415,55.815744,225768
37.567546,55.794006,303904
37.773449,55.661206,168206
37.790088,55.814673,162222
37.754973,55.746015,207143
37.422989,55.736244,206352
37.529182,55.841343,191407
37.41537,55.724074,191759
37.70996,55.794591,328571
37.601458,55.642142,223649
37.455237,55.847156,190922
37.52001,55.631236,216638
37.583093,55.647254,222480
37.591789,55.620441,229948
37.583422,55.619942,198894
37.567152,55.755263,281859
37.574378,55.758782,258904
37.776735,55.758343,188326
37.738318,55.677575,129032
37.816659,55.928478,117272
37.857501,55.763549,142857
37.86243,55.761477,138854
37.68308,55.870992,160153
37.772258,55.438424,103074
37.620599,55.862806,180818
37.500661,55.808338,250139
37.568825,55.802242,522727
37.832186,55.928265,130968
37.644488,55.773927,320228
37.843059,55.412156,96250
37.957356,55.926275,77537
37.519337,55.795896,233771
37.563886,55.399433,98240
37.619611,55.72763,366667
37.652469,55.757575,400000
37.569547,55.549257,138095
37.590505,55.764352,459140
37.602302,55.744122,464286
37.856908,55.680111,151874
37.150895,55.978064,139442
38.130811,55.589047,104012
37.842311,55.699491,163889
37.891547,55.702988,120764
37.985075,55.748804,101230
37.432217,55.8867,134774
37.36163,55.880862,116463
37.136699,55.841374,106311
37.366203,55.815737,139448
37.237173,55.998842,140227
37.506915,55.536784,212270
37.585569,55.795447,256850
37.51912,55.36749,92259
37.507243,55.863788,202433
37.481797,55.896949,134942
37.848014,55.327302,78947
37.332214,55.638609,193737
37.737356,55.785703,291078
39.066936,55.369784,38189
39.069238,55.366909,44330
38.712171,55.337165,47443
38.796937,55.077422,54284
38.960301,55.800281,44689
38.433802,55.853839,63574
38.677897,55.320025,70627
37.415837,55.917536,134813
37.873115,55.970758,137000
37.578445,55.902928,161010
37.462906,55.867629,194673
37.566515,55.843057,163022
37.583077,55.795205,208561
37.528229,55.812184,241357
37.785146,55.811978,169906
37.426722,55.845697,177778
37.416928,55.857373,184483
37.572495,55.788843,239341
37.595784,55.583934,180499
37.401121,55.808613,211900
37.766584,55.82459,164286
37.668933,55.783239,252572
37.652816,55.807802,233267
37.464557,55.673353,209042
37.815052,55.711956,158941
37.61734,55.655991,179624
37.573058,55.722645,350000
37.758797,55.707244,191228
37.827449,55.748279,183822
37.753419,55.685958,169821
37.821218,55.706634,163042
37.561317,55.684657,208549
37.66769,55.644722,183766
37.707649,55.655995,3525000
37.728903,55.894253,132353
37.753714,55.454427,93172
37.913431,55.965313,97391
37.788807,55.916211,109012
37.836921,55.923101,120556
38.133741,55.598631,104918
37.854779,56.057035,82196
37.977823,55.636391,88692
37.586936,55.509792,121971
37.510872,55.784361,215035
37.611525,55.777813,388837
37.53736,55.538356,171667
37.987214,55.865019,93428
37.863471,55.564058,96346
37.85575,55.742409,176750
37.357514,55.637535,184361
37.368494,55.921794,109585
37.259535,55.684931,119127
37.338969,55.818044,122222
37.123222,55.875479,90058
37.498487,55.701673,310944
37.921337,55.685271,142698
37.46077,55.156951,76650
37.270947,55.834771,112295
37.551343,55.446476,102881
37.477517,55.418886,87841
37.586045,55.528531,118985
37.634132,55.877404,174718
38.588752,55.138499,35938
38.577757,55.573747,50000
38.465856,55.878291,56313
38.808494,55.329508,34091
38.759025,55.248974,39340
38.44959,55.843936,82509
38.244358,55.58172,89409
38.459996,55.802401,75312
37.925481,55.749724,94872
37.512983,55.761283,314448
37.945997,55.621466,108512
37.878257,55.713079,203461
37.321832,55.69771,126889
37.751506,55.636028,164037
37.727708,55.608231,155063
37.490681,55.791274,222587
37.774447,55.661239,179993
37.438489,55.863947,186613
37.608417,55.802333,218056
37.464669,55.798662,210732
37.606148,55.600787,193665
37.519502,55.713338,224672
37.635824,55.807128,300000
37.709197,55.809494,182924
37.484894,55.655077,199883
37.600559,55.621282,158269
37.67259,55.866691,196154
37.688295,55.86835,191655
37.826102,55.696141,166645
37.83311,55.719841,138907
37.655771,55.833557,212323
37.713106,55.762673,176282
37.682552,55.736165,271157
37.521978,55.681564,278472
37.782687,55.745037,176786
37.584923,55.666661,242105
37.640818,55.682319,181908
37.700129,55.902675,123561
37.977727,55.799727,74468
37.659488,55.725619,311171
37.670844,55.723886,179453
37.888721,55.690765,100000
37.677071,55.732421,248889
37.675775,55.771905,275638
37.969645,55.942195,59921
37.54485,55.377247,96296
37.635663,55.770893,466423
37.449561,55.758603,593849
37.611248,55.695256,188571
37.613887,55.728167,322997
37.570484,55.572879,188300
37.603027,55.764683,506128
37.592604,55.765951,552439
37.73126,55.956912,71062
37.84812,56.019137,88098
37.857386,55.661605,131059
37.480005,55.764212,176190
37.552747,55.745917,247823
37.644394,55.708405,192196
37.416878,55.653687,263158
37.665831,55.731285,305438
37.12391,55.872744,89192
37.34622,55.635727,144444
37.33381,55.81853,120817
37.549628,55.912248,164655
37.571037,55.763799,459770
37.644413,55.68289,227175
37.446919,56.007596,117556
37.72343,55.538343,112542
37.348463,55.324108,86111
37.540271,55.239664,58334
37.344428,55.325128,85493
37.284487,55.898667,115471
37.585652,55.823606,208894
36.920157,55.499006,58824
37.312103,55.684339,138923
37.933977,55.705297,145987
37.387319,55.024588,47619
39.001273,55.819183,49914
38.649341,55.313982,42630
38.658344,55.324948,49871
38.262331,55.406975,75577
36.875313,55.724336,77060
37.701613,55.751997,249459
37.729147,55.927997,129875
37.556277,55.855943,148474
37.488615,55.861392,151115
37.519162,55.863103,182292
37.46926,55.858458,190909
37.472211,55.866011,231897
37.534408,55.804335,239507
37.506863,55.798391,232967
37.81952,55.794813,174242
37.810694,55.793684,173214
37.473895,55.731909,208964
37.451193,55.690863,167243
37.584333,55.692638,228054
37.660137,55.865491,200000
37.77752,55.703282,198291
37.47191,55.662778,195340
37.811396,55.699687,188406
37.802294,55.760775,163858
37.837662,55.75616,170811
37.823063,55.776721,178469
37.725768,55.683878,146118
37.718928,55.678015,196381
37.509511,55.702777,436114
37.818877,55.92177,102394
38.142702,56.102359,63333
37.963841,55.813966,87500
38.054649,55.95227,64194
37.929338,56.084601,62969
37.516349,55.80016,229094
37.801533,55.936087,98269
37.713854,55.546012,108578
37.882029,55.667135,104429
37.63666,55.786463,368894
38.202472,55.588161,63864
38.197368,55.569892,73552
37.544836,55.420891,80000
37.557645,55.502595,115067
37.394809,55.796711,189157
37.629947,55.747092,644375
37.610344,55.778026,306245
37.63712,55.757675,438349
37.592937,55.764795,970951
37.57203,55.748411,342156
37.948893,55.505842,76036
37.500824,55.533073,157534
37.414739,55.653696,188258
37.327125,55.696463,121345
37.355865,55.603486,172811
37.045765,55.595034,100000
37.215427,55.524116,115384
37.953182,55.798555,99598
37.419026,56.027124,88235
37.347095,55.636258,155018
37.360347,55.639256,174373
37.494067,55.942757,129167
37.343448,55.814091,123335
37.283831,55.679477,108042
37.389632,55.858831,129218
37.367044,55.704425,123662
37.118419,55.855146,106289
37.866181,55.690534,134777
37.330404,55.948709,112650
37.671403,55.579823,137504
38.137291,55.896302,68213
36.880668,55.745431,81847
37.328274,55.905025,87120
37.357332,55.599677,158547
37.968774,55.693567,104504
38.096535,55.026247,52683
39.06061,55.370037,37778
38.77196,55.884558,48485
38.6742,55.7835,73264
38.665663,55.320316,58881
38.91947,55.790332,51408
38.427079,55.769131,76608
38.971462,55.815538,46667
36.883419,55.910204,80357
37.641777,55.534137,155674
37.468146,55.905485,142458
37.95628,55.699193,118653
37.513459,55.853738,128820
37.760549,55.639593,171481
37.545982,55.875715,191400
37.598112,55.580545,188456
37.736598,55.781478,208108
37.411923,55.725285,192935
37.556393,55.675377,237500
37.609543,55.643882,202605
37.58432,55.603902,172147
37.508916,55.660461,222790
37.587078,55.656411,216088
37.556567,55.662028,238191
37.553101,55.664909,246040
37.615721,55.732019,320000
37.758684,55.702285,173239
37.786551,55.708186,151785
37.78522,55.711676,151957
37.679209,55.736352,287082
37.827517,55.776487,183589
37.562657,55.807333,193939
37.654123,55.67714,207947
37.645785,55.57971,149714
37.47989,55.714203,684411
37.841428,55.93314,109589
37.851903,56.007824,87088
38.001247,55.749502,105544
37.664456,55.720919,272727
37.659358,55.712853,235714
37.997421,55.917639,94735
37.871812,55.685072,127174
37.848114,55.66261,122985
37.598975,55.791291,429239
37.777202,55.944661,109126
37.671367,55.735344,214090
37.972198,55.9423,66400
37.559916,55.403108,102702
37.506749,55.433439,109345
37.455473,55.735673,526783
37.524547,55.8006,237206
37.670717,55.746321,246002
37.579023,55.72145,400817
37.596843,55.764448,482369
37.497941,55.430384,90164
37.519395,55.419753,96400
37.859055,55.683757,162663
37.924196,56.080854,80000
37.558682,55.402667,111058
37.920508,55.68619,126181
37.761967,55.440595,105887
37.652354,55.736118,330666
37.996978,55.749597,118074
37.016248,55.637745,83333
37.401004,55.89059,181098
37.30195,55.946234,103694
37.412619,55.902933,134492
37.286722,55.677837,116129
37.201439,55.928507,93133
37.634856,55.678735,202498
37.509312,55.85315,193844
37.555504,55.866656,209937
37.217428,55.773856,88306
37.328524,55.637676,178398
37.931789,55.97319,98278
37.072066,55.21454,55103
37.15451,55.701337,70694
39.045551,55.3859,54167
38.405908,55.840997,62500
38.619842,55.349175,31111
38.230236,55.565228,93576
38.817102,55.325674,33157
38.72342,55.3407,51285
38.740086,55.269015,45399
38.960699,55.814203,41563
38.67148,55.769166,54175
38.442048,55.787479,58584
37.059489,55.51747,66031
37.720993,55.535209,82955
37.272352,55.654596,133866
37.384984,55.643151,179297
37.947751,55.623017,111745
37.88956,55.929199,125205
37.598619,55.89101,157140
37.49762,55.862881,197115
37.495098,55.816484,235320
37.551405,55.803919,228176
37.607594,55.883802,145238
37.799462,55.815833,229302
37.484466,55.775225,205063
37.533262,55.891907,161597
37.452426,55.787641,185982
37.805906,55.796395,255086
37.585754,55.855778,197326
37.76134,55.827895,167742
37.598225,55.772897,331288
37.415712,55.732113,221711
37.498693,55.846889,190035
37.453589,55.823226,196439
37.588148,55.668352,195981
37.546937,55.806267,200571
37.467332,55.833544,562056
37.796562,55.725531,161404
37.762479,55.727556,112396
37.810621,55.709786,193333
37.835505,55.757911,152188
37.786907,55.711604,148113
37.688202,55.680136,195540
37.799771,55.678284,165360
37.871713,55.915693,106927
37.677373,55.635149,176676
38.062888,55.910223,67941
37.97751,55.924151,72319
37.715524,55.557546,106103
37.583077,55.808079,184659
37.847478,55.919722,106524
37.694299,55.772964,254167
37.961365,55.663148,84281
37.909183,55.575968,74771
37.674126,55.764938,298819
37.63562,55.776566,275250
37.63072,55.786108,445545
37.535265,55.799783,217200
37.470264,55.737601,236458
37.60635,55.356009,60788
37.348791,55.603985,123665
37.281154,55.72692,119878
37.647881,55.750623,316636
37.718462,55.970158,80000
37.591715,55.740579,714415
37.564076,55.505838,136310
38.062846,55.948947,62698
37.540985,55.378309,98925
37.669883,55.730756,213245
38.178611,55.801506,72745
37.858727,55.734084,152064
37.443727,55.891945,160357
37.027673,55.703607,94565
37.46736,56.00995,119714
37.355668,55.845764,165810
37.476259,55.655037,397205
37.472797,55.571606,166570
37.470805,55.148941,78473
37.48205,55.905875,107753
37.246843,55.770346,107467
37.379142,55.814351,307822
37.965666,55.693622,103636
38.268597,55.835823,48256
38.452862,55.89185,57917
39.06471,55.367547,35557
38.238245,55.568505,85936
38.766903,55.250888,40749
39.007807,55.802845,54098
38.759508,55.074371,70642
38.438444,55.861969,80993
37.644282,55.536943,116333
37.623347,55.875363,207692
37.41629,55.917058,128222
38.008211,55.743041,83192
37.697974,55.683735,242526
36.980554,55.513182,96000
37.58987,55.708544,363289
37.545248,55.754702,420106
37.813567,55.560781,105261
37.538131,55.88366,220128
37.71464,55.612592,183079
37.736279,55.649255,173851
37.703536,55.811313,205588
37.576153,55.787219,230132
37.444915,55.867176,200765
37.803956,55.792041,147231
37.464403,55.731428,282628
37.507774,55.75413,205882
37.463259,55.704138,237827
37.533597,55.647806,176165
37.709036,55.866933,220000
37.510953,55.601991,157805
37.536844,55.633571,263707
37.615389,55.709836,192044
37.809829,55.707594,163265
37.720365,55.732955,226788
37.771505,55.714786,153333
37.527939,55.681316,214286
37.538029,55.686311,292054
37.648285,55.61532,178618
37.506745,55.696291,241929
37.724036,55.678583,173685
37.757159,55.924595,115461
37.530892,55.727088,246078
37.863716,55.919397,119512
37.847413,56.00705,104444
37.856912,56.001794,76621
37.966543,55.97088,71191
37.890922,55.691036,116091
37.862352,55.682242,121530
37.847372,55.625915,88492
37.858965,55.627512,81919
37.67109,55.768558,329142
37.85568,55.650401,107647
37.502031,55.800572,203883
37.616548,55.711161,250634
37.641001,55.753034,432734
37.577501,55.568204,186988
37.567101,55.729797,356614
37.577953,55.536497,159259
37.585599,55.741135,304831
37.66763,55.564068,104225
37.841968,55.637169,123047
37.299357,55.480622,155312
37.508024,55.365839,85699
37.344679,55.635947,161031
38.086271,55.621133,118182
37.494806,56.092973,98198
37.478306,55.890488,143946
37.303879,55.832559,122222
38.195256,55.873623,58889
37.319294,55.705019,107507
38.116561,55.903685,62564
37.331219,55.63685,187115
38.213631,55.580347,74727
37.266057,55.885265,133097
37.507829,55.878089,187220
38.376114,56.006532,80851
39.082111,55.467979,52478
38.253393,55.593458,88917
38.790782,55.081633,63624
38.436159,55.786049,34223
38.997338,55.817871,40000
39.055927,55.368829,43723
39.056471,55.368429,52096
38.795516,55.081616,70588
38.560044,55.433236,46559
37.09372,55.564989,67705
37.249919,55.824969,138971
37.958507,55.700059,125681
39.115598,55.56678,56140
37.478181,55.847421,210846
37.479657,55.844496,215909
37.713032,55.603036,174310
37.73548,55.623135,168627
37.781637,55.798423,180653
37.817073,55.805868,202417
37.570694,55.827306,182418
37.428354,55.826741,156579
37.742217,55.782226,229932
37.463273,55.873783,163265
37.433541,55.855218,207853
37.432798,55.856691,199899
37.539174,55.775175,212500
37.589524,55.786328,292502
37.440991,55.725667,210410
37.710771,55.792186,161219
37.500147,55.745508,190164
37.487322,55.736512,209235
37.450318,55.832799,148235
37.584178,55.681396,230482
37.578866,55.660052,191852
37.681246,55.86857,234289
37.563132,55.726659,309091
37.532279,55.72827,260526
37.585027,55.728,392489
37.464129,55.666623,249132
37.797803,55.755393,199663
37.685811,55.742462,266323
37.791281,55.758145,175556
37.734272,55.905698,108140
37.872275,56.00468,70436
37.965899,55.83313,98455
37.670572,55.596503,152067
37.961676,55.790896,83157
37.657451,55.823743,206957
37.71024,55.903164,100570
37.706379,55.55097,98158
37.882451,55.680735,119594
37.999177,55.676781,96360
37.649906,55.773744,276841
37.839033,55.416389,83333
37.975665,55.944877,80082
37.973579,55.942874,65926
37.551847,55.468394,101399
37.56659,55.482201,62500
37.516296,55.79337,286323
37.444878,55.524824,125451
37.350729,55.60219,130208
37.610716,55.762519,634910
37.586307,55.575593,155196
37.607289,55.762918,457033
37.595304,55.764114,716533
37.997254,55.913232,83550
37.386197,55.675156,172174
37.283659,55.677865,124927
37.169679,55.994352,133174
37.889952,55.697052,144157
37.930863,55.796278,139130
37.034448,55.601688,98860
37.345358,55.643855,169720
37.503467,55.959358,103333
37.283971,55.680927,145613
37.711669,55.90764,97015
37.396491,55.906821,168861
37.758869,55.420754,95833
37.938325,55.966821,87053
37.23886,56.039746,94705
37.652418,55.885672,168675
36.860486,55.918121,85574
37.472704,55.145934,84657
36.842723,55.61479,73394
37.544866,55.382439,82273
37.492076,55.570512,170361
37.984591,55.604788,86589
37.395713,55.52043,132051
36.990861,56.187986,62500
37.03385,56.21742,80645
37.037359,56.2017,57398
38.918601,55.586361,56461
38.55446,55.953257,45989
38.796118,55.087687,46053
38.23902,55.565163,73157
38.465389,55.802013,53792
38.242548,55.570662,75104
38.973405,55.808536,51640
36.966052,56.165824,93782
36.969229,56.184883,103736
37.321502,55.635696,187405
37.57085,55.421254,102113
37.689317,55.550565,132320
37.098995,55.979069,79687
37.062033,55.531689,108988
37.515066,55.863996,179135
37.506909,55.857713,193252
37.705617,55.620212,158155
37.616032,55.889552,181566
37.817035,55.82131,173714
37.454995,55.806347,234286
37.539338,55.866192,148200
37.575199,55.769543,301577
37.403096,55.740647,213070
37.481469,55.632824,330344
37.592289,55.688292,215252
37.515826,55.63177,211343
37.642618,55.860866,181818
37.593135,55.614373,167785
37.501982,55.818317,215789
37.517553,55.659914,236078
37.603789,55.648105,255684
37.560721,55.674155,300661
37.83076,55.771465,141667
37.8392,55.772846,169697
37.493436,55.81937,202326
37.703372,55.658917,139841
37.574929,55.686784,253330
37.719726,55.907279,116044
37.838612,55.922311,101872
37.838458,55.941984,87790
37.630381,55.662228,167799
38.03223,55.74786,104695
38.058505,55.911045,74359
37.475898,55.739722,224715
37.898861,55.969726,78399
37.689185,55.773783,247999
37.669924,55.780703,271739
38.054552,55.649438,79498
37.537882,55.415152,90323
37.65011,55.737703,257485
37.610461,55.708776,213149
37.518191,55.545316,116842
37.616383,55.717432,220000
37.65417,55.760642,437199
37.584569,55.535844,96471
37.721055,55.544383,117107
37.386151,55.863481,139302
37.891782,55.677275,62065
37.494971,56.084452,66300
37.151139,56.090359,65000
38.113191,55.606878,73250
37.196978,55.658862,103912
37.080056,55.550787,96341
37.256515,55.612275,113390
37.483489,56.010445,110274
37.407516,55.904834,127273
37.367512,55.8473,202359
37.735731,55.785204,274362
37.910445,55.68985,93761
37.463929,55.154612,58867
36.858426,55.912606,101736
37.675563,55.577166,166214
37.738435,55.900823,143233
37.218718,55.774001,86551
37.936664,55.789129,109630
37.982304,55.905523,73526
37.861721,55.697622,146939
37.313705,55.879087,190954
36.988816,56.188944,66015
37.599398,55.061218,53571
38.098349,55.02954,44477
39.056502,55.366503,45192
38.444678,55.790821,55992
38.74096,55.270111,33027
38.949577,55.715904,43943
37.886398,55.917699,157603
37.635213,55.847673,274071
37.396274,55.51765,151163
37.966257,55.703001,131613
38.200536,55.567163,86390
37.827866,55.913908,100600
37.156168,55.965177,156642
36.809918,55.417605,63850
37.353162,55.724859,131887
